real1,real2,real3,real4,imag1,imag2,imag3,imag4,shape,material
-0.15153402845847136,-0.1515800002775995,-0.1516241794712512,-0.15154573839572813,-0.21773494799954313,-0.2176647272979057,-0.21756504262189047,-0.21787719530271535,1,2
-0.0643065861287507,-0.22209078931938286,-0.0747170035634106,-0.22803760190095793,-0.12385775114234505,-0.2985759730407679,-0.13361447647867397,-0.3071657049647225,1,2
0.040821019440506846,-0.2781840411781175,-0.007770433828088841,-0.29343882543848654,-0.020381867302331314,-0.36472856602311576,-0.061811412931822796,-0.3937355046460764,1,2
0.16336913878593276,-0.32269244548914067,0.040309103494334586,-0.33771254434770387,0.08773599554967255,-0.4156348621993054,-0.007196855092196586,-0.46974440910772675,1,2
0.30051605442812046,-0.35861756804778866,0.06281899133664393,-0.3526125773865311,0.1941153725462593,-0.45184938826781185,0.02748518142277412,-0.5286042791731557,1,2
0.44652652867136594,-0.3888687063114471,0.05574289895042561,-0.3326115303405153,0.2914569377243285,-0.4746528141819539,0.04180642552172564,-0.5659368043235078,1,2
0.592442079443728,-0.4161013870798944,0.01793467201941068,-0.27552679765023186,0.372411606299429,-0.4857458006782164,0.037340408928563384,-0.5801181350049416,1,2
0.7262248626782594,-0.4426315165026912,-0.048955073942508864,-0.18275781858438495,0.4307906588051974,-0.48697094722669443,0.01717445941988771,-0.5723216234937307,1,2
0.8335624307086523,-0.47038243625209586,-0.1406936346737514,-0.0590564319950305,0.46295314898497003,-0.4800639155687204,-0.014647724103495463,-0.5460488518822818,1,2
0.8994175341220644,-0.5008541860442118,-0.2507669882936349,0.0881165989500607,0.46912981731056297,-0.46645003790291567,-0.05364317946810626,-0.5063334546001066,1,2
0.9102872045727636,-0.5350824539895543,-0.3707122209964204,0.24957976828725653,0.4543029404308772,-0.4470843152809508,-0.09538880393747728,-0.4587988890021324,1,2
0.8569017640352511,-0.5735746826541257,-0.4905315163978674,0.41559720256129207,0.42826645197011703,-0.42234834897023854,-0.13602810340233606,-0.4088015034968647,1,2
0.7368776478582145,-0.616213766700692,-0.5992857692871868,0.5770315532988917,0.4045800353156394,-0.39201824627994347,-0.17280314473625644,-0.36082618802278066,1,2
0.5566790804045968,-0.6621313711454313,-0.6859656728944842,0.7262960851101234,0.3983591201569553,-0.35532272066900994,-0.20455997660629163,-0.31821593672098397,1,2
0.33223026728599303,-0.7095689772472359,-0.7406598875521585,0.8579656626058252,0.42316642460544535,-0.3111118553621959,-0.23209842949548776,-0.28322186540052885,1,2
0.08770540445031641,-0.7557640758323385,-0.7559045897916664,0.9689809726715432,0.48760759576883655,-0.2581493093804184,-0.2582011142037963,-0.257286048771139,1,2
-0.14759833108706602,-0.7969188359052051,-0.7279613746566739,1.0584608957679174,0.5924679138188321,-0.1955244719603785,-0.2872202686130451,-0.24143064152773822,1,2
-0.34389442621024835,-0.8283223998680934,-0.6576988560708017,1.1272073588844764,0.729246150889226,-0.12314976561324466,-0.32421772057021947,-0.23663051645220098,1,2
-0.4761731011064505,-0.8446885203690527,-0.5507850606315192,1.1770211089114793,0.8807028983335599,-0.0422637237512733,-0.37380570633814436,-0.24407358191760728,1,2
-0.5289271158628097,-0.8407418777307243,-0.4170480277450874,1.2099556095962165,1.0235595328518132,0.04417623443627487,-0.43896512948958427,-0.2652537019780098,1,2
-0.4991831035428429,-0.812023052115023,-0.2690754997813247,1.2276197066965404,1.1328975247365431,0.131355470399902,-0.5201592279260248,-0.30187775484138724,1,2
-0.3970377272663319,-0.7557996623888457,-0.12033424956409489,1.2306133014186469,1.1872943955317607,0.21285179176753247,-0.614997350548169,-0.3555928459570723,1,2
-0.24350929281861125,-0.671892367247339,0.016783663667798265,1.218164371203348,1.1734540640244584,0.2813415053904766,-0.7185581053027011,-0.4275583634160954,1,2
-0.06618839257142457,-0.5631670292717386,0.1325587942298947,1.1880058226802972,1.089204620197915,0.32973073344439335,-0.8242806042211942,-0.5178921081633221,1,2
0.10626016697096086,-0.4354739909123584,0.22087761051224408,1.1365494988682916,0.9441009893617517,0.3525170070220728,-0.9251966220342318,-0.625049235484584,1,2
0.2494509058776303,-0.2969097750656771,0.2793819076969051,1.0593926818691544,0.7575287687206909,0.3470708318674404,-1.0151797517352283,-0.7452249520738661,1,2
0.34730714620078196,-0.15645733305943352,0.30889478388611297,0.95215862205171,0.5548475128519572,0.3144594291017024,-1.0899014890414556,-0.8718939602002778,1,2
0.3939944545837624,-0.02228316810939752,0.3123707800207889,0.8116398032318873,0.3625374005158368,0.25947460699162816,-1.1472943347553899,-0.9956546914122587,1,2
0.39357693052170256,0.09986149224893878,0.29368055120171815,0.6371207576035359,0.2034995352320734,0.18971379041103695,-1.1874542180064651,-1.1045419046921248,1,2
0.3577702998582366,0.2076287329676717,0.25653600569198964,0.4316668271145642,0.09349809884389479,0.11383759655817957,-1.2120606931745632,-1.1849370171897837,1,2
0.30255177334747135,0.3020577012812414,0.20378362458769672,0.20308944331562911,0.03934989529221174,0.039421918572202584,-1.2234978593890735,-1.2231109783633374,1,2
0.24452594112564305,0.38644399158073706,0.13716445594133564,-0.03575224370107897,0.03898392728074072,-0.02897803127497056,-1.2239075488861317,-1.2072839335093482,1,2
0.1978313360725828,0.46434699720109796,0.057539377088575705,-0.2675690511235054,0.0830676758580271,-0.09092150443452439,-1.2144021608684905,-1.129908815100898,1,2
0.17210779660489414,0.537325945929656,-0.03454814432051023,-0.4723219723172164,0.15761358470925022,-0.14990813005054554,-1.1946026488430599,-0.98973779741432,1,2
0.1717019727010925,0.603157528360677,-0.1381413495872561,-0.629847867813965,0.24689117276591369,-0.21189710863140548,-1.1625908314195816,-0.7931523764434336,1,2
0.19599241713126336,0.6552053880403874,-0.2511649531312674,-0.7230507331028189,0.3360514554570842,-0.28291169796639437,-1.1152748205777465,-0.5543022796464542,1,2
0.24051160717989487,0.6832793050933633,-0.36992012748372716,-0.7410481220027738,0.4130582114597798,-0.3664539101501891,-1.049097807790595,-0.2938076747967379,1,2
0.298467257806478,0.675865687081457,-0.4889030215802386,-0.6815723522208399,0.46975742959964173,-0.46154459753855404,-0.9609336891554473,-0.036089947702689605,1,2
0.36228564961549475,0.6231454375064963,-0.6010083487833562,-0.5519923877916604,0.5021098081941605,-0.5620413797517827,-0.8490269718450029,0.194232234134242,1,2
0.42490105327091937,0.5199577369246887,-0.6981085859672532,-0.36861666784188957,0.5097659847334329,-0.657479537935701,-0.71378468374424,0.3761801285664216,1,2
0.4806393641199886,0.36786808182431907,-0.7719232583523485,-0.15431994454996242,0.49522411651248593,-0.7352228861057186,-0.5582706300586793,0.4956660963511991,1,2
0.5256568033710014,0.1757406761575268,-0.8150652412180044,0.06504123955650583,0.46281862406038454,-0.7832980339807059,-0.38830657037406446,0.5474587434942658,1,2
0.5579934957572102,-0.041311646349836376,-0.8220749938860964,0.26467233235653737,0.41773606158092064,-0.7931396014945212,-0.212118440251702,0.5354626356367372,1,2
0.5773416087635084,-0.26431847213253723,-0.7902877851526213,0.42448837261207795,0.3651955909913106,-0.7615129497669318,-0.03957026470760994,0.4713320848186224,1,2
0.5846489420324903,-0.47355012425470755,-0.720377130162127,0.5316506695143035,0.30985804789902166,-0.6911780010078886,0.11892003786035765,0.37182783683457304,1,2
0.581665054809426,-0.6515778539261726,-0.616473743859734,0.581589319406404,0.2554729171975474,-0.5902285791106555,0.2536239725666878,0.2555823086796744,1,2
0.5705113019772897,-0.785645078458786,-0.48582668773199167,0.5774955410957833,0.20473423771807103,-0.47038994268930817,0.3567136810892997,0.13999603918211606,1,2
0.5533256069254605,-0.8689498713257072,-0.3380498943237981,0.5286108216284994,0.15929758542358724,-0.3447797019329766,0.42324773170280494,0.038853925782299584,1,2
0.5320035804192678,-0.9007507012089957,-0.18406583433402268,0.44784807571490304,0.11990660038674532,-0.22568776901951845,0.4517722200196573,-0.03901036403813833,1,2
0.5080391897927767,-0.8854785015530503,-0.03490843853430903,0.34932386540274946,0.08658172545101213,-0.12283181608331244,0.4444426085491511,-0.0899652299207366,1,2
0.48245352946390196,-0.8312134351319794,0.09943504997268171,0.24627469832961885,0.05883492699045974,-0.042353604725393804,0.40665080935385767,-0.11494481620868494,1,2
0.45579336517181485,-0.7479359137482746,0.2109790860324985,0.14963827536765234,0.03588377542628649,0.013395836365579682,0.3462265504801749,-0.11825368921863415,1,2
0.4281792840369886,-0.6459096453423264,0.2943729668876563,0.0673715035086167,0.016846857872780063,0.04541124829612988,0.2723502674666749,-0.10615803679161288,1,2
0.39938304212966247,-0.5344368632352285,0.34715672289224564,0.004406385637720001,0.0009094125428902089,0.05715965955768674,0.19435572265303058,-0.08554261437072448,1,2
0.3689153529389303,-0.42108962280278883,0.3696512204202514,-0.03695597417363779,-0.01254814997459519,0.05353690196786261,0.12060596681705071,-0.06280730599886067,1,2
0.3361112141218042,-0.31140227676731214,0.3645549101159702,-0.05643949750651962,-0.02386247903139669,0.03987560535323857,0.057601588681493565,-0.04307430438104713,1,2
0.3001844512443219,-0.20893798575487807,0.33632976342838533,-0.055182558202505394,-0.033049771643557865,0.02115510380721055,0.00941438041357845,-0.029703944300964125,1,2
0.26028589359785104,-0.11558302809966818,0.2905510196998505,-0.03523736019545689,-0.039807365379140244,0.0014803838168331751,-0.022480853702305126,-0.024080210668017753,1,2
0.21551070197048006,-0.03196166365930608,0.23325020282582898,0.0007287909225912159,-0.043577077456802414,-0.01616489120782858,-0.0390372843328628,-0.025622916486564607,1,2
0.16490408710991994,0.042148069046279345,0.17039392272051845,0.049552911092687335,-0.04365798876347515,-0.029938649740192603,-0.043165815779713235,-0.03199303686641404,1,2
