real1,real2,real3,real4,imag1,imag2,imag3,imag4,shape,material
-0.208317201479232,0.421013834645877,0.4209610498733881,-0.5259459450399773,-0.4784968356711696,0.4480194217829426,0.448064795807242,-0.5710301075464713,0,0
-0.1578702248544045,0.3601155007756586,0.3875311371252575,-0.4442655299538526,-0.5260204250992214,0.4832508489087992,0.5208785812659624,-0.6128816387111994,0,0
-0.0922345403129066,0.2916387700379676,0.3305418170990004,-0.3479834205392952,-0.5665774725229399,0.5133869244658363,0.5877067666079371,-0.6382339270046953,0,0
-0.0130411847187613,0.2162773347510649,0.2520536687357861,-0.2424968071994331,-0.5953941296075205,0.5358998975706807,0.6427932820337319,-0.6417555842450433,0,0
0.076500378223714,0.1352904257017892,0.1558418348316093,-0.1349305737264433,-0.607699978532316,0.5482167124238183,0.6810614123538746,-0.6202955481681662,0,0
0.1714914951139781,0.0506318562735848,0.0470664322782608,-0.0331537427563381,-0.59930852742101,0.5480011230553034,0.6986328626283516,-0.573530492224446,0,0
0.2654981223444207,-0.0350877962219253,-0.0681899171073302,0.0554385711930939,-0.5672699450798465,0.5335014453509711,0.6931768098469698,-0.5041122273514643,0,0
0.351022612347703,-0.1188320140028219,-0.1834363125277723,0.1251058534865297,-0.5104661903033404,0.5038754541972328,0.6640623274610297,-0.4172480259913089,0,0
0.420277813516318,-0.1975321785734676,-0.2922684643299628,0.1726283081652559,-0.4299944618147349,0.4593972428612257,0.6123269230598531,-0.3197940957845583,0,0
0.4661674477976973,-0.2685617151193952,-0.3887993650790227,0.1976572794668164,-0.3292031533092918,0.4014786225340933,0.5404971166057186,-0.2190732874547912,0,0
0.4833099402644777,-0.3301786486119845,-0.4680097827946888,0.2024860864931724,-0.2133116176795257,0.3324913601838158,0.4523006748625712,-0.1216968577099293,0,0
0.4689164799111497,-0.3818277602752842,-0.5260236501085008,0.1913299201991424,-0.0886468987341126,0.2554390342849796,0.3522994154835177,-0.0326540060052027,0,0
0.4233608786812537,-0.4242328340931284,-0.5603168039100389,0.1693220538232425,0.0383611969757395,0.1735753650490897,0.2454586533553608,0.0451615932510698,0,0
0.3503501005297531,-0.4592669553062706,-0.5698604209179332,0.1414846978626241,0.1622025877046122,0.0900786275083699,0.1366685718938488,0.110957598972972,0,0
0.2566954369008162,-0.4896414966901549,-0.5551930836325122,0.1119072046981871,0.2790740095969421,0.0078661769196969,0.0302477112447961,0.1656832158999311,0,0
0.1517597190071582,-0.5184850361882245,-0.5184160016762213,0.0832830586783707,0.3872135896307663,-0.0704208751465811,-0.0705155435616987,0.211489281096361,0,0
0.0466868638827964,-0.5488858758696539,-0.4631161107687509,0.0568571249485485,0.4866590639123738,-0.1422952275152241,-0.1637032582652344,0.2512047944440868,0,0
-0.0465018345917164,-0.5834546085349175,-0.3942337546264342,0.0327505034507614,0.5784364049627752,-0.2052452764672989,-0.2488999161793335,0.2879683648674541,0,0
-0.115917640614646,-0.6239437051840333,-0.3178925503888867,0.010579462267688,0.6633287427121513,-0.2566054563790234,-0.327038813357659,0.3250492576612897,0,0
-0.1509474627037058,-0.6709540430951907,-0.2411903880062532,-0.0097383573850873,0.7405052029503456,-0.2935681724320696,-0.3999238234668889,0.3657796853003603,0,0
-0.1435636777290661,-0.723769121058485,-0.1719119588205028,-0.0271149063479652,0.806380864452456,-0.3133861948042135,-0.4694476855641952,0.4134307631608543,0,0
-0.0897643988482512,-0.7803733589122156,-0.1180823582802213,-0.0385167452063511,0.8541039764550322,-0.3137434878362301,-0.5366047647529346,0.4708324012486205,0,0
0.009031527417068,-0.8377062546367112,-0.0872627311299885,-0.0384962888840199,0.8739960382571876,-0.2931906838341848,-0.6004837115449135,0.5395866951962264,0,0
0.1449721443740281,-0.8921555643021927,-0.085522475704176,-0.0192960643731126,0.8550857356649957,-0.2514719711644119,-0.6575050475615226,0.6188624005843979,0,0
0.3035815740719638,-0.9401904259261932,-0.1161280098321063,0.0282013694155464,0.7875926568060652,-0.1895522068539698,-0.7012133986524481,0.7039743612915357,0,0
0.4647887585561589,-0.9789082275962,-0.1781584985919892,0.1125093053809415,0.665889795622366,-0.1092281753366243,-0.722902876083328,0.7852003510525846,0,0
0.605347996697212,-1.0061879923985102,-0.265447605502944,0.2386475331724034,0.4912071579228741,-0.0123932079523133,-0.7132058843479143,0.8474824892727092,0,0
0.7024446565399709,-1.020200693848021,-0.3663694353916952,0.4048176757791015,0.2732458070390708,0.0997207838530214,-0.6644966238793651,0.8716855526733785,0,0
0.7378535879840787,-1.018289421706233,-0.4649280740904469,0.5995810809368304,0.0300318083322496,0.226797620032943,-0.5736015424563159,0.8378224219368907,0,0
0.7017099828013421,-0.995647561091344,-0.5433071428250782,0.8007691011670007,-0.2142474613970262,0.3686793138888969,-0.4439965248608126,0.7300724456474268,0,0
0.594891946367689,-0.9446113529724508,-0.5855106726663862,0.9772756493663978,-0.4331260900756429,0.5234412010996016,-0.2865852883656464,0.5426018725263514,0,0
0.4292681536004781,-0.8554766916810951,-0.5811865291313844,1.0942314907862922,-0.6026168902012171,0.6848068150085809,-0.1184490915418079,0.2844391019062434,0,0
0.2256096652400541,-0.7192834100286388,-0.5283850595780208,1.1209076597676164,-0.7056739312870126,0.8400742899913362,0.040400344785261,-0.0186498495583801,0,0
0.0096005545454465,-0.532115777524257,-0.4342013308542215,1.0394100933646897,-0.7352057903274345,0.9699908107188722,0.1714205612943491,-0.3268138418324163,0,0
-0.1930513372011296,-0.2994275378548194,-0.3129171538038127,0.851372589135273,-0.6948733515160261,1.0515321633424937,0.2616927051455676,-0.5934785878681522,0,0
-0.3611578768833142,-0.0383920500081001,-0.1822104307352688,0.5800278564408392,-0.5975497136540727,1.0633719722419286,0.306423193442707,-0.7758071741502109,0,0
-0.481151568328431,0.2233069497098588,-0.0587532607685744,0.2663644196840227,-0.4619985662570864,0.9924576267074556,0.3090060423917959,-0.8452091873416705,0,0
-0.5481477102446815,0.4525186909262293,0.0452945185919137,-0.0398619300165157,-0.3087967093347011,0.8392786007182932,0.2788311385274613,-0.794498221302154,0,0
-0.5650263428422938,0.6181496018044104,0.1238701676244559,-0.2915801505125962,-0.156620491395545,0.6196426531678115,0.2278717992086736,-0.6393310226408924,0,0
-0.5401482923508909,0.6986864430821809,0.1765186503194732,-0.4547546962524585,-0.0197319811483635,0.3620428576106249,0.1674030016439671,-0.4135760145651508,0,0
-0.4845831344600181,0.6871831877930987,0.2064870595780657,-0.5146047804637606,0.0930110594908819,0.1014020599963745,0.1059002042297315,-0.1603642260753827,0,0
-0.4096493272274962,0.5921967517136515,0.2184419653275895,-0.4763101537792291,0.1778097296841232,-0.1286964779579145,0.0484822593109857,0.0781361207291265,0,0
